4-30-2018-7:20:44106,t50,1,8048
110134,490,3,900000
110149,501,8,0E9C0E88029E02A3
110182,6B1,8,00DC0012191900D9
110229,490,3,900000
110244,123,2,ABCD
110261,501,8,0E950E8C02A0029C
110292,6B1,8,00DC0012191900D9
110308,7E3,8,0201010000000000
110325,200,1,48
110344,7E3,8,03170AFA00000000
110359,7EB,8,2100000000000000
110392,501,8,0E980E8C029F029E
110440,490,3,900000
110504,6B1,8,00DC0012191900D9
110535,490,3,900000
110567,600,1,01
110583,200,1,48
110600,6B1,8,00DC0012191900D9
110631,501,8,0E9C0E8702A102A4
110647,123,2,ABCD
110712,6B1,8,00DC0012191900D9
110727,490,3,900000
110743,501,8,0EA40E85029D02A1
110807,6B1,8,00DC0012191900D9
110839,200,1,48
110872,501,8,0E980E8C02A1029D
110920,6B1,8,00DC0012191900D9
110935,490,3,900000
110983,501,8,0E9B0E8402A00298
111015,6B1,8,00DC0012191900D9
111031,490,3,900000
111047,123,2,ABCD
111063,600,1,01
111078,200,1,48
111111,501,8,0E960E7D0294029F
111127,6B1,8,00DC0012191900D9
111238,501,8,0E980E9002A5029B
111319,7E3,8,0201010000000000
111352,200,1,48
111431,490,3,900000
111448,123,2,ABCD
111464,501,8,0E910E8802A102AD
111527,490,3,900000
111543,6B1,8,00DC0012191900D9
111560,600,1,01
111575,200,1,48
111624,490,3,900000
111639,123,2,ABCD
111704,501,8,0E900E8C02A4029E
111735,490,3,900000
111751,6B1,8,00DC0012191900D9
111816,501,8,0EA30E9002A202A2
111831,200,1,48
111847,123,2,ABCD
111926,490,3,900000
111943,501,8,0E9A0E7702A402A0
111959,6B1,8,00DC0012191900D9
112023,490,3,900000
112039,123,2,ABCD
112055,6B1,8,00DC0012191900D9
112071,600,1,01
112134,490,3,900000
112167,6B1,8,00DC0012191900D9
112183,501,8,0E880E8C029C029E
112231,490,3,900000
112246,123,2,ABCD
112263,6B1,8,00DC0012191900D9
112294,501,8,0E9A0E8C029E029A
112327,200,1,48
112359,7E3,8,0201010000000000
112390,6B1,8,00DC0012191900D9
112406,7EB,8,2100000000000000
112423,501,8,0E920E90029B029A
112439,123,2,ABCD
112471,6B1,8,00DC0012191900D9
112535,490,3,900000
112566,600,1,01
112583,200,1,48
112631,490,3,900000
112647,123,2,ABCD
112662,501,8,0E940E8702A4029A
112678,6B1,8,00DC0012191900D9
112726,490,3,900000
112774,501,8,0E980E87029C02A5
112791,6B1,8,00DC0012191900D9
112822,200,1,48
112839,123,2,ABCD
112886,6B1,8,00DC0012191900D9
112902,501,8,0E990E8C02A6029C
112934,490,3,900000
112999,6B1,8,00DC0012191900D9
113014,501,8,0E960E7F029C029C
113030,490,3,900000
113046,123,2,ABCD
113062,600,1,01
113078,200,1,48
113094,6B1,8,00DC0012191900D9
113126,490,3,900000
113142,501,8,0E990E87029E029B
113207,6B1,8,00DC0012191900D9
113222,490,3,900000
113238,123,2,ABCD
113254,501,8,0E9B0E8602A80294
113302,6B1,8,00DC0012191900D9
113317,7E3,8,0201010000000000
113347,200,1,48
113364,7EB,8,2100000000000000
113379,501,8,0E990E8C02AC029B
113412,6B1,8,00DC0012191900D9
113427,490,3,900000
113443,123,2,ABCD
113491,501,8,0E9F0E87029F02A4
113524,6B1,8,00DC0012191900D9
113572,600,1,01
113636,501,8,0E950E8C02A5029F
113746,6B1,8,00DC0012191900D9
113836,200,1,48
113853,501,8,0E9A0E8C029C028E
113932,490,3,900000
113981,501,8,0E950E88029C029E
114044,490,3,900000
114061,600,1,01
114077,200,1,48
114092,501,8,0EA80E9002A0029F
114125,490,3,900000
114140,6B1,8,00DC0012191900D9
114221,501,8,0EA30E8C02A502A3
114236,123,2,ABCD
114252,6B1,8,00DC0012191900D9
114316,7E3,8,0201010000000000
114352,490,3,900000
114432,490,3,900000
114448,6B1,8,00DC0012191900D9
114528,490,3,900000
114560,6B1,8,00DC0012191900D9
114576,200,1,48
114624,490,3,900000
114640,123,2,ABCD
114655,6B1,8,00DC0012191900D9
114688,501,8,0E940E8C029E029E
114720,490,3,900000
114768,6B1,8,00DC0012191900D9
114815,501,8,0E9A0E74029B0299
114832,490,3,900000
114863,6B1,8,00DC0012191900D9
114928,490,3,900000
114975,6B1,8,00DC0012191900D9
115024,490,3,900000
115040,123,2,ABCD
115056,501,8,0E9A0E8C02A0029F
115071,600,1,01
115119,490,3,900000
115167,501,8,0EA00E8C02A2029B
115183,6B1,8,00DC0012191900D9
115231,490,3,900000
115279,6B1,8,00DC0012191900D9
115295,501,8,0EA00E8C029E029F
115310,7E3,8,0201010000000000
115332,7EB,8,0341018100000000
115348,7E3,8,3007000000000000
115396,6B1,8,00DC0012191900D9
115411,501,8,0E990E87029F02A2
115428,490,3,900000
115492,6B1,8,00DC0012191900D9
115524,490,3,900000
115556,600,1,01
115571,200,1,48
115604,6B1,8,00DC0012191900D9
115619,490,3,900000
115636,123,2,ABCD
115652,501,8,0E990E8E029E029F
115700,6B1,8,00DC0012191900D9
115716,490,3,900000
115764,501,8,0E990E87029E0295
115812,6B1,8,00DC0012191900D9
115827,200,1,48
115891,501,8,0E9F0E8C029902A2
115908,6B1,8,00DC0012191900D9
115924,490,3,900000
116004,501,8,0EA00E8C029F029A
116020,6B1,8,00DC0012191900D9
116035,123,2,ABCD
116068,600,1,01
116116,6B1,8,00DC0012191900D9
116131,501,8,0E940E7D029E029B
116237,490,3,900000
116252,501,8,0E950E8C02A502A3
116334,7E3,8,0201010000000000
116350,7E3,8,3007000000000000
116366,7EB,8,2100000000000000
116414,490,3,900000
116430,123,2,ABCD
116494,501,8,0E990E8C029E02A2
116526,490,3,900000
116558,600,1,01
116574,200,1,48
116606,501,8,0E950E8C029E02A0
116622,490,3,900000
116637,6B1,8,00DC0012191900D9
116718,490,3,900000
116734,501,8,0E980E8C02B0029E
116814,200,1,48
116830,123,2,ABCD
116845,6B1,8,00DC0012191900D9
116926,490,3,900000
116941,6B1,8,00DC0012191900D9
116974,501,8,0E9B0E88029D029A
117022,490,3,900000
117053,6B1,8,00DC0012191900D9
117070,600,1,01
117086,501,8,0E990E8C02A30286
117117,490,3,900000
117165,190,0,D9
117213,501,8,0E960E880298029E
117230,123,2,ABCD
117261,6B1,8,00DC0012191900D9
117309,7E3,8,0201010000000000
117333,200,1,48
117349,7EB,8,100A570A04000000
117376,6B1,8,00DC0012191900D9
117424,490,3,900000
117440,501,8,0E980E8C029E029E
117473,6B1,8,00DC0012191900D9
117521,490,3,900000
117568,600,1,01
117616,490,3,900000
117680,6B1,8,00DC0012191900D9
117712,490,3,900000
117775,6B1,8,00DC0012191900D9
117808,501,8,0E980E8C029E02A1
117824,200,1,48
117887,6B1,8,00DC0012191900D9
117920,490,3,900000
117983,6B1,8,00DC0012191900D9
118016,490,3,900000
118047,501,8,0E980E90029C02A3
118064,600,1,01
118095,6B1,8,00DC0012191900D9
118112,490,3,900000
118160,501,8,0E980E8C02A002A2
118191,6B1,8,00DC0012191900D9
118224,490,3,900000
118287,501,8,0EA00E88029E029C
118303,6B1,8,00DC0012191900D9
118324,7E3,8,0201010000000000
118351,7EB,8,100A570AFA000000
118399,501,8,0E950E8C029F029F
118415,490,3,900000
118511,6B1,8,00DC0012191900D9
118526,501,8,0E990E9002A4029E
118559,600,1,01
118607,6B1,8,00DC0012191900D9
118622,490,3,900000
118638,501,8,0E9F0E84029C029A
118718,490,3,900000
118767,501,8,0E930E86029A0299
118829,200,1,48
118876,501,8,0E990E8702A0029C
118909,490,3,900000
118926,6B1,8,00DC0012191900D9
119005,501,8,0E9C0E86029B0298
119036,490,3,900000
119069,600,1,01
119117,490,3,900000
119132,6B1,8,00DC0012191900D9
119213,490,3,900000
119244,6B1,8,00DC0012191900D9
119324,200,1,48
119349,7E3,8,03170A0400000000
119365,501,8,0E950E9002A4029C
119413,490,3,900000
119445,6B1,8,00DC0012191900D9
119477,501,8,0E940E8602A0029E
119509,490,3,900000
119557,6B1,8,00DC0012191900D9
119605,501,8,0E930E8C02A2029F
119621,490,3,900000
119653,6B1,8,00DC0012191900D9
119717,490,3,900000
119765,6B1,8,00DC0012191900D9
119813,200,1,48
119845,501,8,0E950E87029A02A0
119860,6B1,8,00DC0012191900D9
119908,490,3,900000
119956,501,8,0E980E87029D029C
119973,6B1,8,00DC0012191900D9
120020,490,3,900000
120068,200,1,48
120085,501,8,0EA20E87029D02A0
120116,490,3,900000
120180,6B1,8,00DC0012191900D9
120197,501,8,0E9A0E8C029F029C
120212,490,3,900000
120276,6B1,8,00DC0012191900D9
120308,200,1,48
120329,501,8,0E980E8C029E0296
120345,7E3,8,03170AFA00000000
120361,7E3,8,3007000000000000
120377,7EB,8,2100000000000000
120409,490,3,900000
120441,501,8,0E980E8C02A1029B
120489,6B1,8,00DC0012191900D9
120504,490,3,900000
120552,501,8,0E900E8C02A802A0
120568,48,t,148t
120585,6B1,8,00DC0012191900D9
120616,490,3,900000
120681,501,8,0E930E8502A202A4
120697,6B1,8,00DC0012191900D9
120712,490,3,900000
120793,501,8,0ECA0E90029F029E
120808,200,1,48
120904,6B1,8,00DC0012191900D9
120920,501,8,0E980E90029B02A1
121001,6B1,8,00DC0012191900D9
121016,490,3,900000
121032,501,8,0E980E87029C0298
121064,200,1,48
121112,6B1,8,00DC0012191900D9
121160,501,8,0E940E8C029C029E
121221,490,3,900000
121269,501,8,0E990E8C0295029E
121302,200,1,48
121326,001,0,00
121341,7E3,8,03170A0400000000
121357,7E3,8,3007000000000000
121390,501,8,0E9A0E8C02A102A3
121405,490,3,900000
121422,6B1,8,00DC0012191900D9
121534,490,3,900000
121565,200,1,48
121613,490,3,900000
121629,6B1,8,00DC0012191900D9
121709,490,3,900000
121725,6B1,8,00DC0012191900D9
121757,501,8,0E980E87029C029A
121804,200,1,48
121838,6B1,8,00DC0012191900D9
121869,501,8,0E990E8802A30298
121900,490,3,900000
121920,601,4,00010000
121934,6B1,8,00DC0012191900D9
121998,501,8,0E980E900296029A
122012,490,3,900000
122045,6B1,8,00DC0012191900D9
122060,200,1,48
122108,490,3,900000
122156,180,0,DC
122204,490,3,900000
122237,501,8,0E940E94029E029F
122253,6B1,8,00DC0012191900D9
122301,200,1,48
122316,7E3,8,0201010000000000
122333,7EB,8,0341018100000000
122359,7E3,8,03170AFA00000000
122374,7EB,8,2100000000000000
122407,490,3,900000
122455,6B1,8,00DC0012191900D9
122470,501,8,0E980E8702A1029F
122502,490,3,900000
122550,200,1,48
122567,600,1,01
122582,501,8,0EA00E90029D0294
122615,490,3,900000
122663,6B1,8,00DC0012191900D9
122710,490,3,900000
122775,6B1,8,00DC0012191900D9
122806,200,1,48
122823,501,8,0E930E8702A10294
122870,6B1,8,00DC0012191900D9
122902,490,3,900000
122950,501,8,0E9D0E8C02A502A0
122981,6B1,8,00DC0012191900D9
122998,490,3,900000
123014,601,4,00010000
123062,200,1,48
123077,6B1,8,00DC0012191900D9
123110,490,3,900000
123189,501,8,0E980E8C029A029F
123205,490,3,900000
123314,B18,0,0D
123329,7EB,8,0341018100000000
123345,7E3,8,03170A0400000000
123377,7E3,8,3007000000000000
123393,6B1,8,00DC0012191900D9
123410,490,3,900000
123425,501,8,0EA00E8C02A3029A
123506,6B1,8,00DC0012191900D9
123553,501,8,0E950E8702A0029B
123615,490,3,900000
123663,501,8,0E920E85029E028C
123711,490,3,900000
123791,501,8,0EA10E84029A029C
123820,200,1,48
123901,490,3,900000
123917,6B1,8,00DC0012191900D9
123997,490,3,900000
124013,123,2,ABCD
124028,501,8,0EA00E8C029F029A
124045,200,1,48
124061,600,1,01
124109,490,3,900000
124124,6B1,8,00DC0012191900D9
124140,501,8,0E9C0E8C029E0298
124205,490,3,900000
124221,6B1,8,00DC0012191900D9
124269,501,8,0E980E7C02A4029A
124300,200,1,48
124317,7E3,8,0201010000000000
124332,7EB,8,0341018100000000
124348,7E3,8,03170AFA00000000
124365,7E3,8,3007000000000000
124380,7EB,8,2100000000000000
124396,490,3,900000
124444,6B1,8,00DC0012191900D9
124508,490,3,900000
124540,6B1,8,00DC0012191900D9
124556,200,1,48
124604,490,3,900000
124620,501,8,0E940E8C029F02A2
124652,6B1,8,00DC0012191900D9
124700,490,3,900000
124748,501,8,0E980E8C029B029C
124796,200,1,48
124860,6B1,8,00DC0012191900D9
124908,490,3,900000
124955,6B1,8,00DC0012191900D9
124987,501,8,0E980E9C029D02A0
125004,490,3,900000
125051,200,1,48
125068,600,1,01
125099,490,3,900000
125163,6B1,8,00DC0012191900D9
125195,490,3,900000
125228,501,8,0E9B0E87029E029F
125276,6B1,8,00DC0012191900D9
125307,200,1,48
125323,7E3,8,0201010000000000
125338,7EB,8,0341018100000000
125355,7E3,8,03170A0400000000
125381,7E3,8,3007000000000000
125397,490,3,900000
125461,501,8,0EA00E8C02A20295
125477,6B1,8,00DC0012191900D9
125499,490,3,900000
125544,200,1,48
125557,600,1,01
125573,501,8,0E940E8C029D029E
125604,490,3,900000
125685,6B1,8,00DC0012191900D9
125700,490,3,900000
125807,6B1,8,00DC0012191900D9
125824,501,8,0E970E9002A3029D
125888,6B1,8,00DC0012191900D9
125903,490,3,900000
125936,501,8,0E980E8C029E02AA
126008,6B1,8,00DC0012191900D9
126056,200,1,48
126103,490,3,900000
126183,501,8,0EA30E8C02A0029E
126213,490,3,900000
126308,200,1,48
126323,7E3,8,0201010000000000
126339,7E3,8,03170AFA00000000
126355,7E3,8,3007000000000000
126403,123,2,ABCD
126420,6B1,8,00DC0012191900D9
126499,490,3,900000
126515,6B1,8,00DC0012191900D9
126531,501,8,0EA00E8C02A0029F
126547,200,1,48
126563,600,1,01
126595,123,2,ABCD
126628,6B1,8,00DC0012191900D9
126659,501,8,0E950E8502A0029E
126691,490,3,900000
126723,6B1,8,00DC0012191900D9
126771,501,8,0E930E8C02A302A2
126803,200,1,48
126835,6B1,8,00DC0012191900D9
126898,501,8,0E900E8C02A502AA
126931,6B1,8,00DC0012191900D9
126994,123,2,ABCD
127010,501,8,0E900E8C02A0029C
127042,6B1,8,00DC0012191900D9
127058,600,1,01
127090,490,3,900000
127139,501,8,0E980E8C029902A1
127202,123,2,ABCD
127250,6B1,8,00DC0012191900D9
127298,200,1,48
127330,7E3,8,0201010000000000
127358,6B1,8,00DC0012191900D9
127375,501,8,0E940E8C02A102AD
127390,123,2,ABCD
127454,6B1,8,00DC0012191900D9
127502,501,8,0EA00E8C02A402A2
127550,200,1,48
127566,600,1,01
127598,123,2,ABCD
127614,501,8,0E9A0E8C02A4029D
127662,6B1,8,00DC0012191900D9
127693,490,3,900000
127726,501,8,0E980E8C029D0292
127758,6B1,8,00DC0012191900D9
127789,123,2,ABCD
127853,501,8,0E9A0E8C029F029E
127870,6B1,8,00DC0012191900D9
127901,490,3,900000
127965,6B1,8,00DC0012191900D9
127997,123,2,ABCD
128045,200,1,48
128061,600,1,01
128078,6B1,8,00DC0012191900D9
128093,501,8,0E920E8C029F029A
128210,7E3,8,02B0000000000000
128227,7E3,8,0322F00F00000000
128242,7E3,8,0322F00A00000000
128258,7E3,8,0322F00B00000000
128274,7EB,8,0562F00B00DC0000
128311,6B1,8,00DC0012191900D9
128341,7E3,8,0322F00D00000000
128356,7EB,8,0341018100000000
128373,7E3,8,0322F10000000000
128407,7E3,8,3007000000000000
128423,7E3,8,0322F20000000000
128471,501,8,0E980E8C02A402AA
128510,7E3,8,0322F30000000000
128527,7E3,8,0322F10100000000
128543,200,1,48
128558,7E3,8,3007000000000000
128580,7EB,8,2299D3998F998299
128601,123,2,ABCD
128621,000,0,00
128638,7E3,8,0322F30100000000
128664,7E3,8,3007000000000000
128681,7E3,8,0322F10200000000
128711,501,8,0E960E8C02A0029C
128726,7E3,8,0322F20200000000
128743,7EB,8,101B62F202020802
128770,7E3,8,3007000000000000
128802,7E3,8,0322F30200000000
128827,501,8,0E960E8C029D029B
128843,7E3,8,0322F10300000000
128860,7E3,8,3007000000000000
128880,7EB,8,21FF9BB09C099BA5
128922,490,3,900000
128951,501,8,0E9A0E8702A2029F
128970,7EB,8,21089BB79C119BAE
129000,7E3,8,0322F10400000000
129025,6B1,8,00DC0012191900D9
129042,7E3,8,0322F20400000000
129072,501,8,0E9A0E89029A02AB
129126,7E3,8,0322F30400000000
129143,7EB,8,101B62F1059D4A9D
129158,7E3,8,3007000000000000
129176,7EB,8,21D29DBE9DDA9D71
129204,123,2,ABCD
129231,6B1,8,00DC0012191900D9
129247,7E3,8,0322F30500000000
129263,7EB,8,101B62F3059D539D
129279,7E3,8,3007000000000000
129311,501,8,0EA00E8702AC029E
129338,6B1,8,00DC0012191900D9
129386,123,2,ABCD
129401,501,8,0E960E9502A102A3
129434,6B1,8,00DC0012191900D9
129497,490,3,900000
129530,501,8,0E990E87029D029D
129546,200,1,48
129561,600,1,01
129594,123,2,ABCD
129642,6B1,8,00DC0012191900D9
129690,490,3,900000
129738,6B1,8,00DC0012191900D9
129769,501,8,0EA30E8702A2029E
129786,123,2,ABCD
129850,6B1,8,00DC0012191900D9
129881,501,8,0E980E8C02A20296
129898,490,3,900000
129946,6B1,8,00DC0012191900D9
129993,123,2,ABCD
130010,501,8,0EA00E850298029C
130041,200,1,48
130058,6B1,8,00DC0012191900D9
130089,490,3,900000
130121,501,8,0EB90E8602A0029A
130153,6B1,8,00DC0012191900D9
130185,123,2,ABCD
130249,501,8,0E980E8C029C02A2
130266,6B1,8,00DC0012191900D9
130281,200,1,48
130297,490,3,900000
130328,7E3,8,0201010000000000
130347,7E3,8,03170AFA00000000
130375,6B1,8,00DC0012191900D9
130390,123,2,ABCD
130471,6B1,8,00DC0012191900D9
130486,501,8,0E990EA0029C0296
130534,200,1,48
130550,600,1,01
130567,6B1,8,00DC0012191900D9
130583,123,2,ABCD
130598,501,8,0E920E8C029D029B
130679,6B1,8,00DC0012191900D9
130694,490,3,900000
130727,501,8,0EA00E8C029D02A6
130774,6B1,8,00DC0012191900D9
130790,123,2,ABCD
130806,7E3,8,02B0000000000000
130841,7E3,8,3007000000000000
130856,7E3,8,0322F00F00000000
130873,7E3,8,0322F00A00000000
130912,7E3,8,0322F00B00000000
130928,0t,7,EB80562F00C00010
130972,7E3,8,0322F00D00000000
131000,123,2,ABCD
131017,7E3,8,0322F20000000000
131045,7E3,8,3007000000000000
131060,7E3,8,0322F30000000000
131101,7E3,8,3007000000000000
131130,7E3,8,3007000000000000
131146,7E3,8,0322F20100000000
131177,7E3,8,3007000000000000
131219,490,3,900000
131235,7E3,8,0322F10200000000
131264,7E3,8,3007000000000000
131294,7E3,8,0322F20200000000
131311,7E3,8,3007000000000000
131326,080,2,080208
131342,7E3,8,0201010000000000
131359,7E3,8,0322F30200000000
131394,7E3,8,3007000000000000
131415,7E3,8,0322F10300000000
131433,7EB,8,21019BAF9C099BA6
131450,501,8,0EA80E880297029E
131494,7E3,8,3007000000000000
131510,6B1,8,00DC0012191900D9
131527,7E3,8,3007000000000000
131547,7EB,8,21079BB89C119BAE
131595,600,1,01
131610,6B1,8,00DC0012191900D9
131638,7EB,8,101B62F204020802
131654,7E3,8,0322F30400000000
131676,7E3,8,3007000000000000
131725,490,3,900000
131741,7EB,8,101B62F205020802
131770,7E3,8,3007000000000000
131794,7E3,8,0322F30500000000
131809,7EB,8,101B62F3059D539D
131828,7E3,8,3007000000000000
131845,7E3,8,02B2020000000000
131861,7E3,8,0322F00C00000000
131876,7E3,8,0322F00D00000000
131909,490,3,900000
131929,7EB,8,211E9F769F7E9F24
131944,7E3,8,0322F10100000000
131961,7EB,8,101B62F101997D99
132007,7E3,8,3007000000000000
132036,7E3,8,0322F10200000000
132055,7EB,8,214B9F449F439F38
132072,7E3,8,0322F10300000000
132101,490,3,900000
132116,7E3,8,0322F10400000000
132137,7E3,8,3007000000000000
132193,7E3,8,0322F10500000000
132222,7EB,8,0562F00A00120000
132252,7EB,8,04F2060000000000
132269,7EB,8,0562F00D0B560000
132300,7E3,8,0322F10000000000
132318,7EB,8,211F9F769F7E9F24
132350,7E3,8,0201010000000000
132365,7E3,8,3007000000000000
132385,7EB,8,214C997D994D998E
132415,7E3,8,0322F10200000000
132433,7EB,8,214C9F439F439F38
132457,6B1,8,00DC0012191900D9
132480,7EB,8,21019BB29C0A9BA6
132496,7E3,8,0322F10400000000
132528,7E3,8,3007000000000000
132543,7E3,8,0322F10500000000
132559,7EB,8,101B62F1059D4A9D
132592,7E3,8,3007000000000000
132621,7E3,8,0322F00C00000000
132637,7EB,8,101B62F1009F659F
132658,7E3,8,3007000000000000
132674,7E3,8,0322F10100000000
132701,490,3,900000
132717,7E3,8,0322F10200000000
132743,7E3,8,3007000000000000
132767,6B1,8,00DC0012191900D9
132786,7EB,8,21009BB09C0A9BA6
132803,7E3,8,0322F10400000000
132820,7E3,8,3007000000000000
132843,7EB,8,21319DC09F329F2E
132858,7E3,8,0322F10500000000
132901,7EB,8,101B62F1059D4A9D
132916,7E3,8,0322F00C00000000
132933,7E3,8,0322F00D00000000
132949,7E3,8,0322F10000000000
132973,7E3,8,3007000000000000
133019,490,3,900000
133035,200,1,48
133064,7E3,8,3007000000000000
133080,7E3,8,0322F10300000000
133097,7EB,8,101B62F1039BDC9C
133121,7E3,8,3007000000000000
133137,7E3,8,0322F00A00000000
133153,7E3,8,0322F00B00000000
133193,7E3,8,02B2060000000000
133220,7EB,8,21319DC19F319F2E
133237,501,8,0EA00E8C02A20299
133252,7EB,8,101B62F1059D4A9D
133268,7E3,8,3007000000000000
133305,6B1,8,00DC0012191900D9
133319,7E3,8,0322F00C00000000
133335,7EB,8,0562F00C00020000
133367,7E3,8,0201010000000000
133405,123,2,ABCD
133421,7E3,8,0322F10100000000
133437,7EB,8,101B62F101997D99
133465,7E3,8,3007000000000000
133494,7E3,8,0322F10200000000
133514,7EB,8,214B9F459F449F3A
133530,7E3,8,0322F10300000000
133551,7E3,8,3007000000000000
133567,7E3,8,0322F10400000000
133594,123,2,ABCD
133610,7E3,8,0322F10500000000
133632,7E3,8,3007000000000000
133648,7E3,8,0322F00C00000000
133663,7EB,8,0562F00C00010000
133680,7E3,8,0322F00D00000000
133696,7EB,8,0562F00D0B560000
133735,7E3,8,0322F10000000000
133752,7E3,8,0322F10100000000
133768,7EB,8,101B62F101997D99
133802,123,2,ABCD
133818,7E3,8,0322F10200000000
133846,7E3,8,3007000000000000
133863,7E3,8,0322F10300000000
133889,7E3,8,3007000000000000
133910,7E3,8,0322F10400000000
133927,7EB,8,21319DC19F319F2E
133944,7E3,8,0322F10500000000
133959,501,8,0EA00E8C02A00297
133989,123,2,ABCD
134020,6B1,8,00DC0012191900D9
134034,200,1,48
134051,7EB,8,101B62F1009F659F
134117,7E3,8,3007000000000000
134149,7EB,8,04F2060000000000
134204,7E3,8,3007000000000000
134223,6B1,8,00DC0012191900D9
134239,7E3,8,0322F10300000000
134255,7EB,8,101B62F1039BDC9C
134288,7E3,8,3007000000000000
134303,7E3,8,3007000000000000
134321,B82,1,329D
134336,7E3,8,0201010000000000
134352,7EB,8,0341018100000000
134369,7E3,8,0322F10500000000
134384,490,3,900000
134400,7E3,8,3007000000000000
134418,7EB,8,21D39DBD9DD89D70
134451,501,8,0EA00E8C029C029F
134466,7E3,8,0322F10000000000
134482,490,3,900000
134530,6B1,8,00DC0012191900D9
134562,E98,0,E8
134578,123,2,ABCD
134626,6B1,8,00DC0012191900D9
134674,501,8,0E950E9402A002A4
134738,6B1,8,00DC0012191900D9
134770,123,2,ABCD
134802,92,,
134834,6B1,8,00DC0012191900D9
134882,490,3,900000
134913,501,8,0E980E8C029C029F
134946,6B1,8,00DC0012191900D9
134977,123,2,ABCD
135025,200,1,48
135042,6B1,8,00DC0012191900D9
135057,600,1,01
135073,490,3,900000
135154,6B1,8,00DC0012191900D9
135169,123,2,ABCD
135250,6B1,8,00DC0012191900D9
135265,501,8,0E9A0E8C029C0293
135281,200,1,48
135329,7E3,8,0201010000000000
135345,7E3,8,03170A0400000000
135369,6B1,8,00DC0012191900D9
135386,501,8,0E950E8C029D02A0
135465,6B1,8,00DC0012191900D9
135482,490,3,900000
135513,501,8,0E960E8C02970295
135529,200,1,48
135561,600,1,01
135577,123,2,ABCD
135625,501,8,0EA80E8C029F0298
135673,6B1,8,00DC0012191900D9
135753,501,8,0E990E8C02A502A2
135784,123,2,ABCD
135863,501,8,0E9A0E87029C029E
135880,490,3,900000
135989,123,2,ABCD
136021,200,1,48
136053,600,1,01
136070,490,3,900000
136085,6B1,8,00DC0012191900D9
136118,501,8,0E930E8702A202A0
136166,123,2,ABCD
136197,6B1,8,00DC0012191900D9
136229,501,8,0E9C0E8402A8029B
136277,200,1,48
136293,6B1,8,00DC0012191900D9
136341,7E3,8,0201010000000000
136362,501,8,0E940E8702A002AE
136377,490,3,900000
136394,6B1,8,00DC0012191900D9
136474,501,8,0E9A0E87029F029C
136506,6B1,8,00DC0012191900D9
136522,200,1,48
136554,600,1,01
136570,123,2,ABCD
136585,501,8,0E950E88029502A2
136602,6B1,8,00DC0012191900D9
136666,490,3,900000
136714,501,8,0EB00E86029F0298
136762,123,2,ABCD
136778,200,1,48
136810,6B1,8,00DC0012191900D9
136826,501,8,0E9A0E90029B02A6
136876,490,3,900000
136922,6B1,8,00DC0012191900D9
136953,501,8,0E9B0E8702A2029E
136970,123,2,ABCD
137017,200,1,48
137049,600,1,01
137065,501,8,0E980E8C02A002A1
137130,6B1,8,00DC0012191900D9
137161,123,2,ABCD
137178,490,3,900000
137193,501,8,0E950E8702A4029C
137225,6B1,8,00DC0012191900D9
137273,200,1,48
137305,501,8,0E9C0E8602A3029A
137343,6B1,8,00DC0012191900D9
137359,7E3,8,3007000000000000
137375,490,3,900000
137423,501,8,0E980E8C029C029E
137440,6B1,8,00DC0012191900D9
137471,490,3,900000
137519,200,1,48
137535,6B1,8,00DC0012191900D9
137550,501,8,0E9C0E87029C029C
137567,123,2,ABCD
137646,6B1,8,00DC0012191900D9
137663,501,8,0E980E8C02A002A4
137742,6B1,8,00DC0012191900D9
137758,123,2,ABCD
137775,200,1,48
137791,501,8,0EA10E8C02A10299
137854,6B1,8,00DC0012191900D9
137870,490,3,900000
137902,501,8,0EA30E8C029F029D
137950,6B1,8,00DC0012191900D9
137966,123,2,ABCD
138014,200,1,48
138030,501,8,0E980E8C02A0029A
138047,600,1,01
138062,6B1,8,00DC0012191900D9
138143,501,8,0E950E8702A7029C
138158,123,2,ABCD
138174,490,3,900000
138276,501,8,0E960E8302960296
138324,7E3,8,0201010000000000
138340,7EB,8,0341018100000000
138392,123,2,ABCD
138471,490,3,900000
138504,501,8,0E980E8C029B029A
138521,200,1,48
138552,600,1,01
138568,123,2,ABCD
138584,6B1,8,00DC0012191900D9
138616,501,8,0E980E8C02A0029E
138664,490,3,900000
138680,6B1,8,00DC0012191900D9
138744,501,8,0EA90E9002A5029D
138760,123,2,ABCD
138792,6B1,8,00DC0012191900D9
138856,501,8,0EA10E8C0292029D
138872,490,3,900000
138887,6B1,8,00DC0012191900D9
138968,123,2,ABCD
138983,501,8,0E990E8C02A1029C
138999,6B1,8,00DC0012191900D9
139016,200,1,48
139047,600,1,01
139064,490,3,900000
139095,6B1,8,00DC0012191900D9
139159,123,2,ABCD
139207,6B1,8,00DC0012191900D9
139224,501,8,0E9B0E8C02A0029E
139272,200,1,48
139303,6B1,8,00DC0012191900D9
139350,7E3,8,0201010000000000
139385,7E3,8,03170A0400000000
139418,6B1,8,00DC0012191900D9
139466,501,8,0EA00E8402A3029C
139514,200,1,48
139545,600,1,01
139561,123,2,ABCD
139576,501,8,0E9A0E8C02A3029E
139624,6B1,8,00DC0012191900D9
139657,490,3,900000
139705,501,8,0E950E84029E029A
139720,6B1,8,00DC0012191900D9
139753,123,2,ABCD
139769,200,1,48
139817,501,8,0E9C0E8802A1029E
